# Frequency (cm-1)	Intensity (arb. units)
1494.37	3.759426e-11
1495.70	3.741360e-11
1497.04	3.723397e-11
1498.37	3.705535e-11
1499.70	3.687775e-11
1501.04	3.670115e-11
1502.37	3.652555e-11
1503.71	3.635093e-11
1505.04	3.617731e-11
1506.38	3.600466e-11
1507.71	3.583298e-11
1509.04	3.566227e-11
1510.38	3.549252e-11
1511.71	3.532372e-11
1513.05	3.515586e-11
1514.38	3.498895e-11
1515.72	3.482296e-11
1517.05	3.465791e-11
1518.38	3.449378e-11
1519.72	3.433056e-11
1521.05	3.416825e-11
1522.39	3.400685e-11
1523.72	3.384634e-11
1525.06	3.368672e-11
1526.39	3.352799e-11
1527.72	3.337014e-11
1529.06	3.321317e-11
1530.39	3.305706e-11
1531.73	3.290181e-11
1533.06	3.274742e-11
1534.39	3.259389e-11
1535.73	3.244119e-11
1537.06	3.228934e-11
1538.40	3.213833e-11
1539.73	3.198814e-11
1541.07	3.183878e-11
1542.40	3.169024e-11
1543.73	3.154251e-11
1545.07	3.139558e-11
1546.40	3.124947e-11
1547.74	3.110415e-11
1549.07	3.095962e-11
1550.41	3.081588e-11
1551.74	3.067292e-11
1553.07	3.053074e-11
1554.41	3.038933e-11
1555.74	3.024870e-11
1557.08	3.010882e-11
1558.41	2.996970e-11
1559.75	2.983133e-11
1561.08	2.969372e-11
1562.41	2.955684e-11
1563.75	2.942071e-11
1565.08	2.928531e-11
1566.42	2.915063e-11
1567.75	2.901669e-11
1569.09	2.888346e-11
1570.42	2.875095e-11
1571.75	2.861915e-11
1573.09	2.848805e-11
1574.42	2.835766e-11
1575.76	2.822797e-11
1577.09	2.809897e-11
1578.43	2.797066e-11
1579.76	2.784303e-11
1581.09	2.771608e-11
1582.43	2.758981e-11
1583.76	2.746421e-11
1585.10	2.733928e-11
1586.43	2.721501e-11
1587.77	2.709140e-11
1589.10	2.696845e-11
1590.43	2.684614e-11
1591.77	2.672449e-11
1593.10	2.660347e-11
1594.44	2.648310e-11
1595.77	2.636336e-11
1597.10	2.624425e-11
1598.44	2.612577e-11
1599.77	2.600791e-11
1601.11	2.589067e-11
1602.44	2.577405e-11
1603.78	2.565804e-11
1605.11	2.554264e-11
1606.44	2.542784e-11
1607.78	2.531364e-11
1609.11	2.520003e-11
1610.45	2.508703e-11
1611.78	2.497461e-11
1613.12	2.486277e-11
1614.45	2.475152e-11
1615.78	2.464085e-11
1617.12	2.453075e-11
1618.45	2.442122e-11
1619.79	2.431226e-11
1621.12	2.420387e-11
1622.46	2.409604e-11
1623.79	2.398876e-11
1625.12	2.388204e-11
1626.46	2.377587e-11
1627.79	2.367025e-11
1629.13	2.356518e-11
1630.46	2.346064e-11
1631.80	2.335664e-11
1633.13	2.325318e-11
1634.46	2.315025e-11
1635.80	2.304784e-11
1637.13	2.294596e-11
1638.47	2.284460e-11
1639.80	2.274376e-11
1641.14	2.264344e-11
1642.47	2.254363e-11
1643.80	2.244433e-11
1645.14	2.234553e-11
1646.47	2.224724e-11
1647.81	2.214945e-11
1649.14	2.205215e-11
1650.48	2.195535e-11
1651.81	2.185904e-11
1653.14	2.176322e-11
1654.48	2.166788e-11
1655.81	2.157303e-11
1657.15	2.147865e-11
1658.48	2.138476e-11
1659.81	2.129133e-11
1661.15	2.119838e-11
1662.48	2.110590e-11
1663.82	2.101388e-11
1665.15	2.092233e-11
1666.49	2.083123e-11
1667.82	2.074059e-11
1669.15	2.065041e-11
1670.49	2.056068e-11
1671.82	2.047140e-11
1673.16	2.038256e-11
1674.49	2.029417e-11
1675.83	2.020622e-11
1677.16	2.011871e-11
1678.49	2.003164e-11
1679.83	1.994500e-11
1681.16	1.985879e-11
1682.50	1.977301e-11
1683.83	1.968766e-11
1685.17	1.960272e-11
1686.50	1.951822e-11
1687.83	1.943413e-11
1689.17	1.935045e-11
1690.50	1.926719e-11
1691.84	1.918434e-11
1693.17	1.910190e-11
1694.51	1.901987e-11
1695.84	1.893824e-11
1697.17	1.885702e-11
1698.51	1.877619e-11
1699.84	1.869576e-11
1701.18	1.861573e-11
1702.51	1.853609e-11
1703.85	1.845683e-11
1705.18	1.837797e-11
1706.51	1.829950e-11
1707.85	1.822140e-11
1709.18	1.814369e-11
1710.52	1.806636e-11
1711.85	1.798941e-11
1713.19	1.791283e-11
1714.52	1.783663e-11
1715.85	1.776079e-11
1717.19	1.768532e-11
1718.52	1.761023e-11
1719.86	1.753549e-11
1721.19	1.746112e-11
1722.52	1.738711e-11
1723.86	1.731345e-11
1725.19	1.724016e-11
1726.53	1.716721e-11
1727.86	1.709462e-11
1729.20	1.702238e-11
1730.53	1.695049e-11
1731.86	1.687895e-11
1733.20	1.680775e-11
1734.53	1.673689e-11
1735.87	1.666637e-11
1737.20	1.659619e-11
1738.54	1.652635e-11
1739.87	1.645684e-11
1741.20	1.638767e-11
1742.54	1.631882e-11
1743.87	1.625031e-11
1745.21	1.618212e-11
1746.54	1.611426e-11
1747.88	1.604672e-11
1749.21	1.597951e-11
1750.54	1.591261e-11
1751.88	1.584603e-11
1753.21	1.577977e-11
1754.55	1.571383e-11
1755.88	1.564819e-11
1757.22	1.558287e-11
1758.55	1.551786e-11
1759.88	1.545315e-11
1761.22	1.538875e-11
1762.55	1.532466e-11
1763.89	1.526087e-11
1765.22	1.519738e-11
1766.56	1.513419e-11
1767.89	1.507129e-11
1769.22	1.500870e-11
1770.56	1.494639e-11
1771.89	1.488438e-11
1773.23	1.482267e-11
1774.56	1.476124e-11
1775.90	1.470010e-11
1777.23	1.463924e-11
1778.56	1.457867e-11
1779.90	1.451839e-11
1781.23	1.445838e-11
1782.57	1.439866e-11
1783.90	1.433921e-11
1785.24	1.428004e-11
1786.57	1.422115e-11
1787.90	1.416253e-11
1789.24	1.410419e-11
1790.57	1.404611e-11
1791.91	1.398831e-11
1793.24	1.393077e-11
1794.57	1.387350e-11
1795.91	1.381649e-11
1797.24	1.375975e-11
1798.58	1.370328e-11
1799.91	1.364706e-11
1801.25	1.359110e-11
1802.58	1.353540e-11
1803.91	1.347996e-11
1805.25	1.342477e-11
1806.58	1.336984e-11
1807.92	1.331516e-11
1809.25	1.326073e-11
1810.59	1.320655e-11
1811.92	1.315262e-11
1813.25	1.309893e-11
1814.59	1.304550e-11
1815.92	1.299230e-11
1817.26	1.293935e-11
1818.59	1.288665e-11
1819.93	1.283418e-11
1821.26	1.278195e-11
1822.59	1.272996e-11
1823.93	1.267821e-11
1825.26	1.262670e-11
1826.60	1.257541e-11
1827.93	1.252437e-11
1829.27	1.247355e-11
1830.60	1.242296e-11
1831.93	1.237261e-11
1833.27	1.232248e-11
1834.60	1.227258e-11
1835.94	1.222290e-11
1837.27	1.217345e-11
1838.61	1.212422e-11
1839.94	1.207522e-11
1841.27	1.202643e-11
1842.61	1.197787e-11
1843.94	1.192952e-11
1845.28	1.188139e-11
1846.61	1.183348e-11
1847.95	1.178578e-11
1849.28	1.173830e-11
1850.61	1.169103e-11
1851.95	1.164398e-11
1853.28	1.159713e-11
1854.62	1.155049e-11
1855.95	1.150407e-11
1857.28	1.145785e-11
1858.62	1.141183e-11
1859.95	1.136602e-11
1861.29	1.132042e-11
1862.62	1.127502e-11
1863.96	1.122982e-11
1865.29	1.118482e-11
1866.62	1.114002e-11
1867.96	1.109542e-11
1869.29	1.105102e-11
1870.63	1.100682e-11
1871.96	1.096281e-11
1873.30	1.091900e-11
1874.63	1.087538e-11
1875.96	1.083196e-11
1877.30	1.078872e-11
1878.63	1.074568e-11
1879.97	1.070283e-11
1881.30	1.066016e-11
1882.64	1.061769e-11
1883.97	1.057540e-11
1885.30	1.053330e-11
1886.64	1.049138e-11
1887.97	1.044964e-11
1889.31	1.040809e-11
1890.64	1.036673e-11
1891.98	1.032554e-11
1893.31	1.028453e-11
1894.64	1.024371e-11
1895.98	1.020306e-11
1897.31	1.016259e-11
1898.65	1.012229e-11
1899.98	1.008218e-11
1901.32	1.004223e-11
1902.65	1.000247e-11
1903.98	9.962870e-12
1905.32	9.923447e-12
1906.65	9.884195e-12
1907.99	9.845114e-12
1909.32	9.806203e-12
1910.66	9.767460e-12
1911.99	9.728886e-12
1913.32	9.690478e-12
1914.66	9.652237e-12
1915.99	9.614161e-12
1917.33	9.576250e-12
1918.66	9.538503e-12
1919.99	9.500919e-12
1921.33	9.463496e-12
1922.66	9.426235e-12
1924.00	9.389135e-12
1925.33	9.352194e-12
1926.67	9.315413e-12
1928.00	9.278789e-12
1929.33	9.242323e-12
1930.67	9.206013e-12
1932.00	9.169859e-12
1933.34	9.133860e-12
1934.67	9.098015e-12
1936.01	9.062323e-12
1937.34	9.026785e-12
1938.67	8.991398e-12
1940.01	8.956162e-12
1941.34	8.921077e-12
1942.68	8.886141e-12
1944.01	8.851354e-12
1945.35	8.816715e-12
1946.68	8.782224e-12
1948.01	8.747879e-12
1949.35	8.713681e-12
1950.68	8.679627e-12
1952.02	8.645718e-12
1953.35	8.611953e-12
1954.69	8.578331e-12
1956.02	8.544851e-12
1957.35	8.511513e-12
1958.69	8.478316e-12
1960.02	8.445260e-12
1961.36	8.412342e-12
1962.69	8.379564e-12
1964.03	8.346924e-12
1965.36	8.314422e-12
1966.69	8.282056e-12
1968.03	8.249827e-12
1969.36	8.217733e-12
1970.70	8.185774e-12
1972.03	8.153949e-12
1973.37	8.122258e-12
1974.70	8.090699e-12
1976.03	8.059273e-12
1977.37	8.027979e-12
1978.70	7.996815e-12
1980.04	7.965782e-12
1981.37	7.934879e-12
1982.70	7.904104e-12
1984.04	7.873458e-12
1985.37	7.842940e-12
1986.71	7.812549e-12
1988.04	7.782284e-12
1989.38	7.752146e-12
1990.71	7.722132e-12
1992.04	7.692244e-12
1993.38	7.662480e-12
1994.71	7.632839e-12
1996.05	7.603321e-12
1997.38	7.573925e-12
1998.72	7.544652e-12
2000.05	7.515499e-12
2001.38	7.486467e-12
2002.72	7.457555e-12
2004.05	7.428762e-12
2005.39	7.400088e-12
2006.72	7.371533e-12
2008.06	7.343095e-12
2009.39	7.314774e-12
2010.72	7.286570e-12
2012.06	7.258482e-12
2013.39	7.230510e-12
2014.73	7.202652e-12
2016.06	7.174909e-12
2017.40	7.147279e-12
2018.73	7.119763e-12
2020.06	7.092359e-12
2021.40	7.065068e-12
2022.73	7.037889e-12
2024.07	7.010820e-12
2025.40	6.983862e-12
2026.74	6.957014e-12
2028.07	6.930276e-12
2029.40	6.903647e-12
2030.74	6.877126e-12
2032.07	6.850714e-12
2033.41	6.824408e-12
2034.74	6.798210e-12
2036.08	6.772118e-12
2037.41	6.746133e-12
2038.74	6.720252e-12
2040.08	6.694477e-12
2041.41	6.668806e-12
2042.75	6.643239e-12
2044.08	6.617776e-12
2045.42	6.592416e-12
2046.75	6.567158e-12
2048.08	6.542002e-12
2049.42	6.516948e-12
2050.75	6.491995e-12
2052.09	6.467143e-12
2053.42	6.442390e-12
2054.75	6.417738e-12
2056.09	6.393184e-12
2057.42	6.368730e-12
2058.76	6.344373e-12
2060.09	6.320115e-12
2061.43	6.295953e-12
2062.76	6.271889e-12
2064.09	6.247921e-12
2065.43	6.224050e-12
2066.76	6.200273e-12
2068.10	6.176592e-12
2069.43	6.153006e-12
2070.77	6.129514e-12
2072.10	6.106115e-12
2073.43	6.082810e-12
2074.77	6.059598e-12
2076.10	6.036479e-12
2077.44	6.013451e-12
2078.77	5.990516e-12
2080.11	5.967671e-12
2081.44	5.944917e-12
2082.77	5.922254e-12
2084.11	5.899681e-12
2085.44	5.877197e-12
2086.78	5.854802e-12
2088.11	5.832496e-12
2089.45	5.810278e-12
2090.78	5.788149e-12
2092.11	5.766107e-12
2093.45	5.744152e-12
2094.78	5.722283e-12
2096.12	5.700501e-12
2097.45	5.678805e-12
2098.79	5.657195e-12
2100.12	5.635669e-12
2101.45	5.614229e-12
2102.79	5.592872e-12
2104.12	5.571600e-12
2105.46	5.550411e-12
2106.79	5.529306e-12
2108.13	5.508283e-12
2109.46	5.487343e-12
2110.79	5.466485e-12
2112.13	5.445709e-12
2113.46	5.425014e-12
2114.80	5.404399e-12
2116.13	5.383866e-12
2117.46	5.363413e-12
2118.80	5.343039e-12
2120.13	5.322746e-12
2121.47	5.302531e-12
2122.80	5.282395e-12
2124.14	5.262338e-12
2125.47	5.242358e-12
2126.80	5.222457e-12
2128.14	5.202633e-12
2129.47	5.182886e-12
2130.81	5.163215e-12
2132.14	5.143621e-12
2133.48	5.124103e-12
2134.81	5.104660e-12
2136.14	5.085293e-12
2137.48	5.066001e-12
2138.81	5.046784e-12
2140.15	5.027641e-12
2141.48	5.008571e-12
2142.82	4.989576e-12
2144.15	4.970654e-12
2145.48	4.951804e-12
2146.82	4.933028e-12
2148.15	4.914324e-12
2149.49	4.895692e-12
2150.82	4.877131e-12
2152.16	4.858642e-12
2153.49	4.840224e-12
2154.82	4.821877e-12
2156.16	4.803600e-12
2157.49	4.785393e-12
2158.83	4.767256e-12
2160.16	4.749189e-12
2161.50	4.731191e-12
2162.83	4.713262e-12
2164.16	4.695401e-12
2165.50	4.677608e-12
2166.83	4.659884e-12
2168.17	4.642227e-12
2169.50	4.624638e-12
2170.84	4.607115e-12
2172.17	4.589660e-12
2173.50	4.572271e-12
2174.84	4.554948e-12
2176.17	4.537691e-12
2177.51	4.520500e-12
2178.84	4.503374e-12
2180.17	4.486313e-12
2181.51	4.469317e-12
2182.84	4.452385e-12
2184.18	4.435518e-12
2185.51	4.418714e-12
2186.85	4.401974e-12
2188.18	4.385298e-12
2189.51	4.368684e-12
2190.85	4.352133e-12
2192.18	4.335645e-12
2193.52	4.319219e-12
2194.85	4.302855e-12
2196.19	4.286553e-12
2197.52	4.270312e-12
2198.85	4.254133e-12
2200.19	4.238014e-12
2201.52	4.221956e-12
2202.86	4.205959e-12
2204.19	4.190021e-12
2205.53	4.174144e-12
2206.86	4.158326e-12
2208.19	4.142567e-12
2209.53	4.126867e-12
2210.86	4.111227e-12
2212.20	4.095645e-12
2213.53	4.080121e-12
2214.87	4.064655e-12
2216.20	4.049247e-12
2217.53	4.033897e-12
2218.87	4.018604e-12
2220.20	4.003368e-12
2221.54	3.988189e-12
2222.87	3.973066e-12
2224.21	3.958000e-12
2225.54	3.942990e-12
2226.87	3.928036e-12
2228.21	3.913138e-12
2229.54	3.898295e-12
2230.88	3.883507e-12
2232.21	3.868774e-12
2233.55	3.854095e-12
2234.88	3.839471e-12
2236.21	3.824902e-12
2237.55	3.810386e-12
2238.88	3.795924e-12
2240.22	3.781516e-12
2241.55	3.767161e-12
2242.88	3.752859e-12
2244.22	3.738610e-12
2245.55	3.724413e-12
2246.89	3.710269e-12
2248.22	3.696177e-12
2249.56	3.682137e-12
2250.89	3.668149e-12
2252.22	3.654213e-12
2253.56	3.640327e-12
2254.89	3.626493e-12
2256.23	3.612709e-12
2257.56	3.598977e-12
2258.90	3.585294e-12
2260.23	3.571662e-12
2261.56	3.558080e-12
2262.90	3.544548e-12
2264.23	3.531065e-12
2265.57	3.517632e-12
2266.90	3.504248e-12
2268.24	3.490913e-12
2269.57	3.477627e-12
2270.90	3.464389e-12
2272.24	3.451200e-12
2273.57	3.438059e-12
2274.91	3.424965e-12
2276.24	3.411920e-12
2277.58	3.398922e-12
2278.91	3.385971e-12
2280.24	3.373068e-12
2281.58	3.360212e-12
2282.91	3.347402e-12
2284.25	3.334639e-12
2285.58	3.321922e-12
2286.92	3.309252e-12
2288.25	3.296627e-12
2289.58	3.284049e-12
2290.92	3.271516e-12
2292.25	3.259028e-12
2293.59	3.246586e-12
2294.92	3.234189e-12
2296.26	3.221836e-12
2297.59	3.209528e-12
2298.92	3.197265e-12
2300.26	3.185046e-12
2301.59	3.172872e-12
2302.93	3.160741e-12
2304.26	3.148654e-12
2305.60	3.136610e-12
2306.93	3.124610e-12
2308.26	3.112653e-12
2309.60	3.100740e-12
2310.93	3.088869e-12
2312.27	3.077041e-12
2313.60	3.065255e-12
2314.93	3.053512e-12
2316.27	3.041811e-12
2317.60	3.030151e-12
2318.94	3.018534e-12
2320.27	3.006959e-12
2321.61	2.995424e-12
2322.94	2.983932e-12
2324.27	2.972480e-12
2325.61	2.961070e-12
2326.94	2.949700e-12
2328.28	2.938371e-12
2329.61	2.927082e-12
2330.95	2.915834e-12
2332.28	2.904625e-12
2333.61	2.893457e-12
2334.95	2.882329e-12
2336.28	2.871240e-12
2337.62	2.860191e-12
2338.95	2.849182e-12
2340.29	2.838211e-12
2341.62	2.827279e-12
2342.95	2.816387e-12
2344.29	2.805533e-12
2345.62	2.794718e-12
2346.96	2.783941e-12
2348.29	2.773202e-12
2349.63	2.762501e-12
2350.96	2.751839e-12
2352.29	2.741214e-12
2353.63	2.730627e-12
2354.96	2.720077e-12
2356.30	2.709565e-12
2357.63	2.699090e-12
2358.97	2.688652e-12
2360.30	2.678251e-12
2361.63	2.667886e-12
2362.97	2.657559e-12
2364.30	2.647267e-12
2365.64	2.637012e-12
2366.97	2.626793e-12
2368.31	2.616610e-12
2369.64	2.606464e-12
2370.97	2.596352e-12
2372.31	2.586277e-12
2373.64	2.576237e-12
2374.98	2.566232e-12
2376.31	2.556262e-12
2377.64	2.546328e-12
2378.98	2.536428e-12
2380.31	2.526563e-12
2381.65	2.516733e-12
2382.98	2.506937e-12
2384.32	2.497175e-12
2385.65	2.487448e-12
2386.98	2.477755e-12
2388.32	2.468096e-12
2389.65	2.458470e-12
2390.99	2.448878e-12
2392.32	2.439320e-12
2393.66	2.429795e-12
2394.99	2.420304e-12
2396.32	2.410846e-12
2397.66	2.401420e-12
2398.99	2.392028e-12
2400.33	2.382668e-12
2401.66	2.373341e-12
2403.00	2.364046e-12
2404.33	2.354784e-12
2405.66	2.345554e-12
2407.00	2.336357e-12
2408.33	2.327191e-12
2409.67	2.318057e-12
2411.00	2.308955e-12
2412.34	2.299884e-12
2413.67	2.290845e-12
2415.00	2.281838e-12
2416.34	2.272862e-12
2417.67	2.263916e-12
2419.01	2.255002e-12
2420.34	2.246119e-12
2421.68	2.237267e-12
2423.01	2.228445e-12
2424.34	2.219654e-12
2425.68	2.210893e-12
2427.01	2.202162e-12
2428.35	2.193462e-12
2429.68	2.184792e-12
2431.02	2.176151e-12
2432.35	2.167541e-12
2433.68	2.158960e-12
2435.02	2.150409e-12
2436.35	2.141888e-12
2437.69	2.133395e-12
2439.02	2.124933e-12
2440.35	2.116499e-12
2441.69	2.108094e-12
2443.02	2.099718e-12
2444.36	2.091372e-12
2445.69	2.083053e-12
2447.03	2.074764e-12
2448.36	2.066503e-12
2449.69	2.058270e-12
2451.03	2.050066e-12
2452.36	2.041890e-12
2453.70	2.033742e-12
2455.03	2.025621e-12
2456.37	2.017529e-12
2457.70	2.009465e-12
2459.03	2.001428e-12
2460.37	1.993419e-12
2461.70	1.985437e-12
2463.04	1.977482e-12
2464.37	1.969555e-12
2465.71	1.961655e-12
2467.04	1.953782e-12
2468.37	1.945935e-12
2469.71	1.938116e-12
2471.04	1.930323e-12
2472.38	1.922557e-12
2473.71	1.914818e-12
2475.05	1.907105e-12
2476.38	1.899418e-12
2477.71	1.891758e-12
2479.05	1.884123e-12
2480.38	1.876515e-12
2481.72	1.868933e-12
2483.05	1.861376e-12
2484.39	1.853845e-12
2485.72	1.846340e-12
2487.05	1.838861e-12
2488.39	1.831406e-12
2489.72	1.823978e-12
2491.06	1.816574e-12
2492.39	1.809196e-12
2493.73	1.801843e-12
2495.06	1.794514e-12
2496.39	1.787211e-12
2497.73	1.779932e-12
2499.06	1.772679e-12
2500.40	1.765449e-12
2501.73	1.758245e-12
2503.06	1.751064e-12
2504.40	1.743908e-12
2505.73	1.736777e-12
2507.07	1.729669e-12
2508.40	1.722586e-12
2509.74	1.715527e-12
2511.07	1.708491e-12
2512.40	1.701479e-12
2513.74	1.694492e-12
2515.07	1.687527e-12
2516.41	1.680587e-12
2517.74	1.673669e-12
2519.08	1.666775e-12
2520.41	1.659905e-12
2521.74	1.653057e-12
2523.08	1.646233e-12
2524.41	1.639432e-12
2525.75	1.632654e-12
2527.08	1.625899e-12
2528.42	1.619166e-12
2529.75	1.612456e-12
2531.08	1.605769e-12
2532.42	1.599104e-12
2533.75	1.592462e-12
2535.09	1.585843e-12
2536.42	1.579245e-12
2537.76	1.572670e-12
2539.09	1.566117e-12
2540.42	1.559586e-12
2541.76	1.553077e-12
2543.09	1.546590e-12
2544.43	1.540124e-12
2545.76	1.533681e-12
2547.10	1.527259e-12
2548.43	1.520859e-12
2549.76	1.514480e-12
2551.10	1.508123e-12
2552.43	1.501787e-12
2553.77	1.495472e-12
2555.10	1.489179e-12
2556.44	1.482906e-12
2557.77	1.476655e-12
2559.10	1.470425e-12
2560.44	1.464216e-12
2561.77	1.458027e-12
2563.11	1.451859e-12
2564.44	1.445712e-12
2565.78	1.439586e-12
2567.11	1.433480e-12
2568.44	1.427395e-12
2569.78	1.421330e-12
2571.11	1.415285e-12
2572.45	1.409261e-12
2573.78	1.403257e-12
2575.11	1.397273e-12
2576.45	1.391309e-12
2577.78	1.385365e-12
2579.12	1.379440e-12
2580.45	1.373536e-12
2581.79	1.367652e-12
2583.12	1.361787e-12
2584.45	1.355942e-12
2585.79	1.350116e-12
2587.12	1.344310e-12
2588.46	1.338523e-12
2589.79	1.332756e-12
2591.13	1.327008e-12
2592.46	1.321279e-12
2593.79	1.315569e-12
2595.13	1.309879e-12
2596.46	1.304207e-12
2597.80	1.298554e-12
2599.13	1.292921e-12
2600.47	1.287306e-12
2601.80	1.281710e-12
2603.13	1.276132e-12
2604.47	1.270573e-12
2605.80	1.265033e-12
2607.14	1.259512e-12
2608.47	1.254008e-12
2609.81	1.248523e-12
2611.14	1.243057e-12
2612.47	1.237609e-12
2613.81	1.232178e-12
2615.14	1.226766e-12
2616.48	1.221373e-12
2617.81	1.215997e-12
2619.15	1.210639e-12
2620.48	1.205299e-12
2621.81	1.199976e-12
2623.15	1.194672e-12
2624.48	1.189385e-12
2625.82	1.184116e-12
2627.15	1.178865e-12
2628.49	1.173631e-12
2629.82	1.168414e-12
2631.15	1.163215e-12
2632.49	1.158033e-12
2633.82	1.152869e-12
2635.16	1.147722e-12
2636.49	1.142592e-12
2637.82	1.137479e-12
2639.16	1.132383e-12
2640.49	1.127304e-12
2641.83	1.122242e-12
2643.16	1.117197e-12
2644.50	1.112169e-12
2645.83	1.107157e-12
2647.16	1.102163e-12
2648.50	1.097185e-12
2649.83	1.092223e-12
2651.17	1.087279e-12
2652.50	1.082350e-12
2653.84	1.077438e-12
2655.17	1.072543e-12
2656.50	1.067664e-12
2657.84	1.062801e-12
2659.17	1.057954e-12
2660.51	1.053124e-12
2661.84	1.048310e-12
2663.18	1.043511e-12
2664.51	1.038729e-12
2665.84	1.033963e-12
2667.18	1.029213e-12
2668.51	1.024478e-12
2669.85	1.019760e-12
2671.18	1.015057e-12
2672.52	1.010370e-12
2673.85	1.005698e-12
2675.18	1.001043e-12
2676.52	9.964023e-13
2677.85	9.917776e-13
2679.19	9.871683e-13
2680.52	9.825744e-13
2681.86	9.779959e-13
2683.19	9.734327e-13
2684.52	9.688847e-13
2685.86	9.643520e-13
2687.19	9.598345e-13
2688.53	9.553321e-13
2689.86	9.508447e-13
2691.20	9.463724e-13
2692.53	9.419150e-13
2693.86	9.374726e-13
2695.20	9.330451e-13
2696.53	9.286323e-13
2697.87	9.242344e-13
2699.20	9.198513e-13
2700.53	9.154828e-13
2701.87	9.111289e-13
2703.20	9.067897e-13
2704.54	9.024650e-13
2705.87	8.981549e-13
2707.21	8.938592e-13
2708.54	8.895779e-13
2709.87	8.853110e-13
2711.21	8.810584e-13
2712.54	8.768201e-13
2713.88	8.725961e-13
2715.21	8.683863e-13
2716.55	8.641906e-13
2717.88	8.600090e-13
2719.21	8.558415e-13
2720.55	8.516880e-13
2721.88	8.475485e-13
2723.22	8.434229e-13
2724.55	8.393112e-13
2725.89	8.352134e-13
2727.22	8.311294e-13
2728.55	8.270591e-13
2729.89	8.230026e-13
2731.22	8.189598e-13
2732.56	8.149306e-13
2733.89	8.109150e-13
2735.23	8.069129e-13
2736.56	8.029244e-13
2737.89	7.989494e-13
2739.23	7.949877e-13
2740.56	7.910395e-13
2741.90	7.871047e-13
2743.23	7.831831e-13
2744.57	7.792749e-13
2745.90	7.753799e-13
2747.23	7.714980e-13
2748.57	7.676293e-13
2749.90	7.637738e-13
2751.24	7.599313e-13
2752.57	7.561019e-13
2753.91	7.522854e-13
2755.24	7.484820e-13
2756.57	7.446914e-13
2757.91	7.409138e-13
2759.24	7.371490e-13
2760.58	7.333970e-13
2761.91	7.296577e-13
2763.24	7.259312e-13
2764.58	7.222175e-13
2765.91	7.185163e-13
2767.25	7.148278e-13
2768.58	7.111519e-13
2769.92	7.074885e-13
2771.25	7.038377e-13
2772.58	7.001993e-13
2773.92	6.965734e-13
2775.25	6.929599e-13
2776.59	6.893587e-13
2777.92	6.857699e-13
2779.26	6.821934e-13
2780.59	6.786292e-13
2781.92	6.750772e-13
2783.26	6.715374e-13
2784.59	6.680097e-13
2785.93	6.644942e-13
2787.26	6.609907e-13
2788.60	6.574994e-13
2789.93	6.540200e-13
2791.26	6.505526e-13
2792.60	6.470972e-13
2793.93	6.436537e-13
2795.27	6.402222e-13
2796.60	6.368024e-13
2797.94	6.333945e-13
2799.27	6.299984e-13
2800.60	6.266140e-13
2801.94	6.232414e-13
2803.27	6.198804e-13
2804.61	6.165312e-13
2805.94	6.131935e-13
2807.28	6.098674e-13
2808.61	6.065529e-13
2809.94	6.032500e-13
2811.28	5.999585e-13
2812.61	5.966785e-13
2813.95	5.934100e-13
2815.28	5.901528e-13
2816.62	5.869071e-13
2817.95	5.836726e-13
2819.28	5.804495e-13
2820.62	5.772377e-13
2821.95	5.740372e-13
2823.29	5.708478e-13
2824.62	5.676697e-13
2825.96	5.645027e-13
2827.29	5.613468e-13
2828.62	5.582021e-13
2829.96	5.550684e-13
2831.29	5.519458e-13
2832.63	5.488342e-13
2833.96	5.457336e-13
2835.29	5.426440e-13
2836.63	5.395652e-13
2837.96	5.364975e-13
2839.30	5.334405e-13
2840.63	5.303944e-13
2841.97	5.273591e-13
2843.30	5.243347e-13
2844.63	5.213209e-13
2845.97	5.183180e-13
2847.30	5.153257e-13
2848.64	5.123441e-13
2849.97	5.093731e-13
2851.31	5.064128e-13
2852.64	5.034631e-13
2853.97	5.005239e-13
2855.31	4.975953e-13
2856.64	4.946772e-13
2857.98	4.917696e-13
2859.31	4.888725e-13
2860.65	4.859858e-13
2861.98	4.831095e-13
2863.31	4.802436e-13
2864.65	4.773881e-13
2865.98	4.745429e-13
2867.32	4.717080e-13
2868.65	4.688834e-13
2869.99	4.660691e-13
2871.32	4.632650e-13
2872.65	4.604711e-13
2873.99	4.576874e-13
2875.32	4.549138e-13
2876.66	4.521504e-13
2877.99	4.493971e-13
2879.33	4.466539e-13
2880.66	4.439207e-13
2881.99	4.411976e-13
2883.33	4.384845e-13
2884.66	4.357814e-13
2886.00	4.330883e-13
2887.33	4.304051e-13
2888.67	4.277318e-13
2890.00	4.250684e-13
2891.33	4.224149e-13
2892.67	4.197712e-13
2894.00	4.171374e-13
2895.34	4.145134e-13
2896.67	4.118991e-13
2898.00	4.092946e-13
2899.34	4.066999e-13
2900.67	4.041148e-13
2902.01	4.015395e-13
2903.34	3.989738e-13
2904.68	3.964178e-13
2906.01	3.938714e-13
2907.34	3.913346e-13
2908.68	3.888074e-13
2910.01	3.862897e-13
2911.35	3.837816e-13
2912.68	3.812830e-13
2914.02	3.787940e-13
2915.35	3.763143e-13
2916.68	3.738442e-13
2918.02	3.713835e-13
2919.35	3.689322e-13
2920.69	3.664902e-13
2922.02	3.640577e-13
2923.36	3.616345e-13
2924.69	3.592207e-13
2926.02	3.568161e-13
2927.36	3.544209e-13
