time_fs,energy_kcal,C3-H7,O2-H7,O1-O2,C1-O1
195.0,-192341.59094127707,1.013505998016384,3.5468681310261587,1.3922509136646128,1.346301119641087
196.5,-192343.43360388436,1.0205215210145189,3.446000466418483,1.4807692666919967,1.3231006899606605
198.0,-192349.12757121684,1.037919890831497,3.2992305198551173,1.5614051230996875,1.3119635755916081
199.5,-192344.62350216432,1.044199041094481,3.11891117746364,1.6286954342590454,1.3203903191938542
201.0,-192337.6728574354,1.0118893519845351,2.9364592939809184,1.6835147358011318,1.3391746492838599
202.5,-192333.33961159346,0.9994069935587555,2.769501895482769,1.7276548732406365,1.354347257621266
204.0,-192335.53724149725,1.010038864187163,2.622855648552073,1.7596983182915777,1.3575183834065387
205.5,-192342.1619955827,0.991801920746354,2.5051170045207667,1.7752443589458087,1.3449796379690742
207.0,-192352.18360603697,1.0044441043367944,2.376926885514053,1.769624360300651,1.3176250512023637
208.5,-192360.03177719028,1.0728509777944637,2.1862021056239067,1.7399773946157546,1.2862903086495316
210.0,-192363.63747506437,1.0632941550408341,1.9914582545074995,1.6850707092223944,1.2746810803250612
211.5,-192356.07887251562,1.0041646063806622,1.853694600628794,1.609286681857341,1.300079670258531
213.0,-192352.3647461923,1.037140110508708,1.7559892703867277,1.526489198042737,1.3525415067180309
214.5,-192353.93581489485,1.0405915481774843,1.8011679606216933,1.453429961774554,1.40668252531009
216.0,-192355.7029287784,0.9834420571013843,1.9746682238562832,1.4012101826396188,1.439829187088891
217.5,-192345.81979976883,1.0121102477690869,2.1381521528512595,1.3722406245645162,1.4389146311554877
219.0,-192335.5619004392,1.0256318619588096,2.24013828523361,1.3622814781006276,1.4040708068196976
220.5,-192332.7747240344,0.9699368467706044,2.2486448939002233,1.3652462472217104,1.350446912254031
222.0,-192334.32253105403,0.984713063351666,2.166534366141463,1.3777752354330874,1.300318663251216
223.5,-192337.39967346613,1.0156260186356232,2.0448772719722657,1.3996376379057422,1.2731932382856754
225.0,-192341.81578078383,0.9828110799011855,1.961064672902241,1.4316309989087521,1.2771834806504845
226.5,-192348.85641277663,1.0001931159171762,1.9480161559529803,1.473083182563476,1.3021346696472853
228.0,-192349.25246530632,1.0592654999472457,2.011912398146576,1.5210983976565762,1.3239193621259913
229.5,-192351.83441647326,1.0625557248896293,2.1507642644923397,1.5711286239542743,1.319866477226723
231.0,-192357.95383666916,1.052202413142367,2.30523145217214,1.6181203291564168,1.2902302854354972
232.5,-192361.18275927583,1.050765550232577,2.444464468893591,1.6573235166631288,1.2613240541266677
234.0,-192354.88345987388,1.0337575822822902,2.564412280885212,1.6836122044185493,1.260521736297538
235.5,-192350.78010083054,1.0258677902330628,2.655907251551833,1.693522575338349,1.2928646157679644
237.0,-192345.38473445948,1.0262194235016386,2.725278526478684,1.687328536250124,1.3418625937545126
238.5,-192343.96448838507,1.0160575494819888,2.7818378166226974,1.667876611050869,1.3869245689712109
240.0,-192343.7041521687,1.0226399920680422,2.8123965345082076,1.6376163139026731,1.4169591789435103
241.5,-192347.58835217843,1.0454931421585587,2.8155310004400844,1.5984856640650473,1.4275782091675413
243.0,-192350.24417166927,1.0430501881111913,2.8259061337533837,1.5516917159616332,1.41825541186859
244.5,-192350.21715570387,1.034935239219976,2.8684591985430288,1.4967836329310102,1.3974424439748905
246.0,-192352.4134302396,1.0376621849155652,2.950466513759189,1.4335125087350953,1.3775515250201131
247.5,-192355.30653512248,1.023450442647993,3.062040484364476,1.3651311641933515,1.366271306286264
249.0,-192353.82768675627,1.0241620047549094,3.17131985303086,1.2980907527501853,1.3668413896450364
250.5,-192352.40607508708,1.0224743876897677,3.2625135639864977,1.2425777300418153,1.3723652586670871
252.0,-192346.10843172256,0.9820442623959206,3.3292521964167587,1.2121954008791953,1.3678325047697923
253.5,-192342.68028679315,0.9877749343240375,3.379354539293796,1.213585344321907,1.3472241180251183
255.0,-192340.99125704842,1.0216719207536182,3.4058297323897158,1.2420779919766207,1.317137289692062
256.5,-192349.0075408738,0.9930924508501527,3.3886851307212917,1.287385134782183,1.2909332437976944
258.0,-192352.2061384346,0.997597700478066,3.3397403594220005,1.3396719247428535,1.2834775263718665
259.5,-192358.93402624739,1.0632271974466772,3.246283412165836,1.391273944303046,1.3028375792255877
261.0,-192362.62625088746,1.0378215370192363,3.0827953369701406,1.4379265101872325,1.3424179843250277
262.5,-192368.55029813512,1.0045878130667087,2.893430582031159,1.4788383140097658,1.3865619312962179
264.0,-192365.58185780077,1.0478048634073192,2.72489610280688,1.5158022085854845,1.4174203604864504
265.5,-192361.13544550093,1.0363884940394419,2.5995226682571486,1.5494780073930958,1.4210628433014543
267.0,-192354.92156604188,1.018919309588967,2.5015099014476667,1.578273123611425,1.3940484889141156
268.5,-192350.06658634768,1.0349323666210186,2.4142611417706603,1.6001984291427502,1.3443754668980712
270.0,-192345.91422271138,1.002620025109382,2.3539097745057145,1.6130808533398269,1.2913926387183758
271.5,-192347.21823672103,0.9729112437909699,2.305467957802207,1.6139623994511478,1.260186791655102
273.0,-192348.15300244323,0.9950173414797046,2.255201978497925,1.60090766670327,1.2637171002593486
274.5,-192353.153072381,0.9759452865035398,2.221964492127562,1.5751388236391488,1.2940483022718139
276.0,-192349.50083820865,0.9541734845085812,2.1955229809540056,1.5398214521279185,1.3286078284047769
277.5,-192345.1830323788,0.9922350658803407,2.146612892589251,1.4980371099300858,1.343309043048244
279.0,-192342.91803683192,1.0077492010390787,2.066110207146983,1.4527065607579137,1.325570467560341
280.5,-192343.71085929632,1.0092856046044254,1.9612082073062678,1.4092543108960445,1.283270321833063
282.0,-192344.95632060425,1.0114123425505153,1.8904152552421511,1.3729193468090646,1.2494834628327403
283.5,-192349.5132829867,1.0135296195410877,1.8965443227994887,1.3449324441416641,1.2558770138056852
285.0,-192354.58144696776,1.0623029432334068,1.9414352323549413,1.3279111305067748,1.2995810513297568
286.5,-192354.7303212575,1.072779964084159,2.0276978096555065,1.3296419386682996,1.3486676459679958
288.0,-192357.42108346705,1.0073524238472569,2.136780080177529,1.3534984306781823,1.3768404909906244
289.5,-192359.78632239383,0.9979259616725126,2.193881259996152,1.3936712498647115,1.3815693761354253
291.0,-192357.59316074714,1.01212748199732,2.232434404860013,1.442382428341417,1.3672347479333566
292.5,-192355.13604826006,0.9776468664264286,2.307979972673349,1.493021843136386,1.3414004198653695
294.0,-192357.87288416427,0.990655807917337,2.380716305297605,1.5362936232223876,1.3211293036484648
295.5,-192358.16994129945,1.031067890963423,2.4303530544182395,1.5628357889054227,1.3202169462127578
297.0,-192361.2202942197,1.0492033798608755,2.4347929592488846,1.5706021967997557,1.336317417998103
298.5,-192360.81093964603,1.087196690556581,2.358935641141077,1.5646933251418138,1.3543917292625305
300.0,-192359.63902527516,1.08794819073918,2.277429824591341,1.548539055915457,1.3645059807374724
301.5,-192351.94545884995,1.0399410407568561,2.2539114910764257,1.5216810703724715,1.3695173860708572
303.0,-192353.91864428303,1.0357480624108173,2.252219588661832,1.486885221712358,1.371005974157658
304.5,-192357.99078160495,1.0737450419124912,2.28352935406037,1.4506947201346627,1.3633866119550833
306.0,-192364.87287685124,1.047531219943096,2.379707931941769,1.4160157781569955,1.3478457308393712
307.5,-192364.55356913156,0.9862470313656564,2.464715319641432,1.380718391826866,1.3377236074169845
309.0,-192359.3467631896,0.9953466790413653,2.4774133277800154,1.34572324834291,1.3421511601299452
310.5,-192351.47544217788,1.0130427621172897,2.4513121500914012,1.3166463337803864,1.3602490697363867
312.0,-192354.84324343438,1.0000696325434226,2.417449873434991,1.299456704731423,1.387607648783044
313.5,-192356.6114357621,1.0211410307005766,2.392756878999607,1.300650013466573,1.4158186048481327
315.0,-192353.56336600712,1.0721573450547979,2.3898571053014463,1.3255059516119778,1.4348476219846253
316.5,-192353.36290035988,1.1114820765121676,2.393348646827585,1.3734616587811896,1.436932556917219
318.0,-192358.26160359467,1.0806851631587338,2.388027118316117,1.4365739201671064,1.4184808478194733
319.5,-192356.47177023764,1.0309181447320754,2.351912754800689,1.502337611611588,1.388433278378297
321.0,-192358.44040100568,1.0502486347489113,2.266381590790162,1.561044463100591,1.3607756003675038
