# Digitized MVKO experimental IR spectrum — Chung & Lee 2021
# # Source: Chung, C. A.; Lee, Y. P. Commun Chem 2021, 4(1), 8.  DOI: 10.1038/s42004-021-00444-6
# # Panel (a): anti-cis MVKO, 5-10 µs transient FTIR, "processed"
# # Digitization: pixel-intensity scan; achromatic+blue-marker trace;
# #   gray-box regions (1248-1464 & 1140-1245 cm-1) searched below top border.
# # Zero baseline (dashed line in figure) at panel_row 122.5/136.
# # Y-calibration: 4.21×10⁻⁵ ΔAbs per pixel from y=2×10⁻³ tick at row 75.
# # frequency_cm-1,delta_abs_raw,delta_abs_smoothed
1.186702999999999975e+03,5.683500000000000184e-04,5.262254939590080933e-04
1.185991999999999962e+03,5.683500000000000184e-04,5.258360628016649219e-04
1.185280999999999949e+03,5.262500000000000250e-04,5.239933377013059881e-04
1.184570000000000164e+03,4.841499999999999775e-04,5.177881380299377773e-04
1.183858999999999924e+03,5.262500000000000250e-04,5.035792403475339600e-04
1.183148000000000138e+03,5.683500000000000184e-04,4.803854880613818933e-04
1.182436999999999898e+03,4.420499999999999842e-04,4.510309577798228423e-04
1.181726000000000113e+03,4.420499999999999842e-04,4.197067999693913443e-04
1.181015000000000100e+03,3.578499999999999975e-04,3.925204298097764092e-04
1.180304000000000087e+03,3.578499999999999975e-04,3.791779371436961596e-04
1.179593000000000075e+03,3.578499999999999975e-04,3.898565390528311290e-04
1.178882000000000062e+03,3.578499999999999975e-04,4.287648851960326746e-04
1.178171000000000049e+03,5.262500000000000250e-04,4.865260483303936526e-04
1.177460000000000036e+03,6.104500000000000117e-04,5.428293718727350689e-04
1.176749000000000024e+03,6.104500000000000117e-04,5.832369103928140841e-04
1.176038000000000011e+03,5.683500000000000184e-04,6.090294676213055822e-04
1.175326999999999998e+03,6.104500000000000117e-04,6.303165427206284350e-04
1.174615999999999985e+03,6.525500000000000050e-04,6.540032939430157673e-04
1.173904999999999973e+03,6.946499999999999984e-04,6.791477481233218179e-04
1.173193999999999960e+03,7.367499999999999917e-04,7.017299207755661478e-04
1.172482999999999947e+03,7.367499999999999917e-04,7.190569101425046917e-04
1.171771999999999935e+03,7.367499999999999917e-04,7.299446299326284695e-04
1.171061000000000149e+03,6.946499999999999984e-04,7.355507323715840219e-04
1.170349999999999909e+03,7.367499999999999917e-04,7.401513742302017135e-04
1.169639000000000124e+03,7.367499999999999917e-04,7.497680821527188131e-04
1.168927999999999884e+03,7.367499999999999917e-04,7.683829363973412483e-04
1.168217000000000098e+03,8.209499999999999784e-04,7.938116071650991833e-04
1.167506000000000085e+03,8.209499999999999784e-04,8.209575124139791751e-04
1.166795000000000073e+03,8.209499999999999784e-04,8.481824794007591668e-04
1.166084000000000060e+03,9.051499999999999650e-04,8.742470952264810857e-04
1.165373000000000047e+03,9.051499999999999650e-04,8.958493865029701396e-04
1.164662000000000035e+03,9.893499999999999517e-04,9.143490145171923088e-04
1.163951000000000022e+03,9.893499999999999517e-04,9.353191169427070312e-04
1.163240000000000009e+03,9.893499999999999517e-04,9.583530086606226791e-04
1.162528999999999996e+03,9.051499999999999650e-04,9.763714487162312387e-04
1.161817999999999984e+03,9.051499999999999650e-04,9.855554384054655143e-04
1.161106999999999971e+03,9.893499999999999517e-04,9.882398659057545654e-04
1.160395999999999958e+03,9.893499999999999517e-04,9.863207621108940892e-04
1.159684999999999945e+03,1.073549999999999938e-03,9.742844398315483097e-04
1.158974000000000160e+03,1.073549999999999938e-03,9.374808693487997379e-04
1.158262999999999920e+03,9.893499999999999517e-04,8.659265540376411127e-04
1.157552000000000135e+03,6.525500000000000050e-04,7.776291947556993652e-04
1.156840999999999894e+03,6.104500000000000117e-04,7.119631793563947807e-04
1.156130000000000109e+03,5.683500000000000184e-04,6.935576379080308964e-04
1.155419000000000096e+03,6.525500000000000050e-04,7.173850474361436261e-04
1.154708000000000084e+03,8.209499999999999784e-04,7.603031552380717885e-04
1.153997000000000071e+03,8.209499999999999784e-04,7.994215589470139195e-04
1.153286000000000058e+03,8.209499999999999784e-04,8.312707472866470064e-04
1.152575000000000045e+03,8.209499999999999784e-04,8.757766176754418121e-04
1.151864000000000033e+03,9.051499999999999650e-04,9.636027623486386785e-04
1.151153000000000020e+03,9.051499999999999650e-04,1.113532880077151106e-03
1.150442000000000007e+03,1.452450000000000095e-03,1.304612758855742917e-03
1.149730999999999995e+03,1.536650000000000082e-03,1.481873264369057766e-03
1.149019999999999982e+03,1.705050000000000055e-03,1.600650344404464919e-03
1.148308999999999969e+03,1.705050000000000055e-03,1.643801499348234709e-03
1.147597999999999956e+03,1.705050000000000055e-03,1.599836549313573674e-03
1.146886999999999944e+03,1.705050000000000055e-03,1.459892997505793854e-03
1.146175999999999931e+03,1.157749999999999925e-03,1.252743442291830720e-03
1.145465000000000146e+03,9.051499999999999650e-04,1.051252537372712216e-03
1.144753999999999905e+03,8.209499999999999784e-04,9.152278365699266244e-04
1.144043000000000120e+03,8.209499999999999784e-04,8.498750841921045044e-04
1.143332000000000107e+03,8.209499999999999784e-04,8.266054771466046754e-04
1.142621000000000095e+03,8.209499999999999784e-04,8.167715219980407025e-04
1.141910000000000082e+03,8.209499999999999784e-04,8.004254312119821451e-04
1.141199000000000069e+03,8.209499999999999784e-04,7.630118481546632183e-04
1.140488000000000056e+03,7.367499999999999917e-04,7.002003273185538777e-04
1.139777000000000044e+03,5.683500000000000184e-04,6.236702901121430730e-04
1.139066000000000031e+03,5.683500000000000184e-04,5.517022325179190331e-04
1.138355000000000018e+03,4.420499999999999842e-04,4.966671688683265556e-04
1.137644000000000005e+03,4.420499999999999842e-04,4.630719767391560933e-04
1.136932999999999993e+03,3.578499999999999975e-04,4.479470091505314330e-04
1.136221999999999980e+03,3.578499999999999975e-04,4.436304432624298870e-04
1.135510999999999967e+03,3.999499999999999908e-04,4.448579731388272785e-04
1.134799999999999955e+03,4.420499999999999842e-04,4.527252371928167790e-04
1.134088999999999942e+03,4.420499999999999842e-04,4.727216411412640514e-04
1.133378000000000156e+03,4.841499999999999775e-04,5.079692277909633258e-04
1.132666999999999916e+03,5.683500000000000184e-04,5.528985476132405787e-04
1.131956000000000131e+03,6.104500000000000117e-04,5.955967051609013449e-04
1.131244999999999891e+03,6.525500000000000050e-04,6.264816223243217623e-04
1.130534000000000106e+03,6.946499999999999984e-04,6.434013934820551409e-04
1.129823000000000093e+03,6.946499999999999984e-04,6.502030073424371190e-04
1.129112000000000080e+03,6.525500000000000050e-04,6.521435752156439902e-04
1.128401000000000067e+03,6.525500000000000050e-04,6.526873736417980508e-04
1.127690000000000055e+03,6.104500000000000117e-04,6.540138194546341955e-04
1.126979000000000042e+03,6.104500000000000117e-04,6.600790238772363903e-04
1.126268000000000029e+03,6.525500000000000050e-04,6.784770529116210779e-04
1.125557000000000016e+03,6.525500000000000050e-04,7.141676364153210855e-04
1.124846000000000004e+03,8.209499999999999784e-04,7.576766147913384852e-04
1.124134999999999991e+03,8.209499999999999784e-04,7.874788983831844521e-04
1.123423999999999978e+03,8.209499999999999784e-04,7.874788983831844521e-04
1.122712999999999965e+03,8.209499999999999784e-04,7.576766147913384852e-04
1.122001999999999953e+03,6.525500000000000050e-04,7.141676364153210855e-04
1.121290999999999940e+03,6.525500000000000050e-04,6.784770529116210779e-04
1.120579999999999927e+03,6.525500000000000050e-04,6.600790238772363903e-04
1.119869000000000142e+03,6.525500000000000050e-04,6.540175756616237396e-04
1.119157999999999902e+03,6.525500000000000050e-04,6.527381731317169001e-04
1.118447000000000116e+03,6.525500000000000050e-04,6.525650248279582901e-04
1.117735999999999876e+03,6.525500000000000050e-04,6.525500000000001135e-04
1.117025000000000091e+03,6.525500000000000050e-04,6.525462437930104609e-04
1.116314000000000078e+03,6.525500000000000050e-04,6.524992005100812642e-04
1.115603000000000065e+03,6.525500000000000050e-04,6.521360628016649019e-04
1.114892000000000053e+03,6.946499999999999984e-04,6.502970939082955123e-04
1.114181000000000040e+03,8.209499999999999784e-04,6.441276688988878656e-04
1.113470000000000027e+03,8.209499999999999784e-04,6.301520476970814532e-04
1.112759000000000015e+03,6.104500000000000117e-04,6.078339561998791565e-04
1.112048000000000002e+03,5.683500000000000184e-04,5.800369404481413738e-04
1.111336999999999989e+03,4.420499999999999842e-04,5.482952841476548085e-04
1.110625999999999976e+03,4.420499999999999842e-04,5.130401850839764457e-04
1.109914999999999964e+03,4.420499999999999842e-04,4.797582748408904941e-04
1.109204000000000178e+03,5.683500000000000184e-04,4.562203064982055787e-04
1.108492999999999938e+03,5.262500000000000250e-04,4.424206501223954891e-04
1.107782000000000153e+03,3.578499999999999975e-04,4.298597922439514776e-04
1.107070999999999913e+03,3.578499999999999975e-04,4.112449379993290423e-04
1.106360000000000127e+03,4.420499999999999842e-04,3.887604171874980193e-04
1.105648999999999887e+03,4.420499999999999842e-04,3.708210388697896222e-04
1.104938000000000102e+03,3.578499999999999975e-04,3.616220243525972242e-04
1.104226999999999862e+03,3.578499999999999975e-04,3.586778743966702581e-04
1.103516000000000076e+03,3.578499999999999975e-04,3.586778743966702581e-04
1.102805000000000064e+03,3.578499999999999975e-04,3.616220243525972242e-04
1.102094000000000051e+03,3.578499999999999975e-04,3.708210388697896222e-04
1.101383000000000038e+03,3.578499999999999975e-04,3.887529047735189310e-04
1.100672000000000025e+03,4.420499999999999842e-04,4.111470952264811049e-04
1.099961000000000013e+03,4.420499999999999842e-04,4.290714487162312712e-04
1.099250000000000000e+03,4.420499999999999842e-04,4.381914014955234525e-04
1.098538999999999987e+03,4.420499999999999842e-04,4.405749119243971613e-04
1.097827999999999975e+03,4.420499999999999842e-04,4.380973149296650592e-04
1.097117000000000189e+03,4.420499999999999842e-04,4.283376608854194039e-04
1.096405999999999949e+03,4.420499999999999842e-04,4.073825832878629665e-04
1.095695000000000164e+03,3.578499999999999975e-04,3.757818659037293063e-04
1.094983999999999924e+03,3.578499999999999975e-04,3.399181340962706887e-04
1.094273000000000138e+03,2.736500000000000109e-04,3.083174167121370828e-04
1.093561999999999898e+03,2.736500000000000109e-04,2.873548267006014486e-04
1.092851000000000113e+03,2.736500000000000109e-04,2.775085985044765426e-04
1.092139999999999873e+03,2.736500000000000109e-04,2.743913002447909665e-04
1.091429000000000087e+03,2.736500000000000109e-04,2.737440865658584042e-04
1.090718000000000075e+03,2.736500000000000109e-04,2.736575124139790992e-04
1.090007000000000062e+03,2.736500000000000109e-04,2.736650248279582417e-04
1.089296000000000049e+03,2.736500000000000109e-04,2.738381731317167975e-04
1.088585000000000036e+03,1.894499999999999971e-04,2.751213318686132896e-04
1.087874000000000024e+03,1.894499999999999971e-04,2.812260671601654843e-04
1.087163000000000011e+03,2.736500000000000109e-04,2.999627278619747110e-04
1.086451999999999998e+03,2.736500000000000109e-04,3.373926212132552049e-04
1.085740999999999985e+03,4.420499999999999842e-04,3.871906903691213378e-04
1.085029999999999973e+03,4.841499999999999775e-04,4.341754184473011922e-04
1.084318999999999960e+03,4.841499999999999775e-04,4.714233113165067560e-04
1.083608000000000175e+03,4.420499999999999842e-04,5.046814642709179224e-04
1.082896999999999935e+03,5.262500000000000250e-04,5.401860903328563291e-04
1.082186000000000149e+03,6.104500000000000117e-04,5.760294886791550136e-04
1.081474999999999909e+03,6.104500000000000117e-04,6.095642051901032374e-04
1.080764000000000124e+03,6.104500000000000117e-04,6.477309053072624308e-04
1.080052999999999884e+03,6.525500000000000050e-04,6.984057857441126026e-04
1.079342000000000098e+03,8.209499999999999784e-04,7.547659479446445618e-04
1.078630999999999858e+03,8.209499999999999784e-04,8.044624891829058088e-04
1.077920000000000073e+03,8.209499999999999784e-04,8.523811360150616639e-04
1.077209000000000060e+03,8.209499999999999784e-04,9.144195387096456596e-04
1.076498000000000047e+03,1.073549999999999938e-03,9.893464347254449839e-04
1.075787000000000035e+03,1.157749999999999925e-03,1.059127087792168702e-03
1.075076000000000022e+03,1.115649999999999932e-03,1.117539768383288279e-03
1.074365000000000009e+03,1.073549999999999938e-03,1.179111899710011402e-03
1.073653999999999996e+03,1.157749999999999925e-03,1.258088006002207500e-03
1.072942999999999984e+03,1.452450000000000095e-03,1.346523958349440681e-03
1.072231999999999971e+03,1.452450000000000095e-03,1.423467064131667516e-03
1.071521000000000186e+03,1.452450000000000095e-03,1.483872458475923254e-03
1.070809999999999945e+03,1.536650000000000082e-03,1.538359974436008439e-03
1.070099000000000160e+03,1.705050000000000055e-03,1.593653625315442001e-03
1.069387999999999920e+03,1.705050000000000055e-03,1.655703388592563415e-03
1.068677000000000135e+03,1.620850000000000068e-03,1.741083595806752499e-03
1.067965999999999894e+03,1.620850000000000068e-03,1.861950850818706307e-03
1.067255000000000109e+03,2.336550000000000172e-03,1.998082424765808881e-03
1.066543999999999869e+03,2.336550000000000172e-03,2.109039024841156094e-03
1.065833000000000084e+03,2.336550000000000172e-03,2.178261514959240093e-03
1.065122000000000071e+03,2.168150000000000199e-03,2.217497836308895531e-03
1.064411000000000058e+03,2.168150000000000199e-03,2.239602785262780407e-03
1.063700000000000045e+03,2.168150000000000199e-03,2.252410280702952464e-03
1.062989000000000033e+03,2.252350000000000185e-03,2.265415125435648203e-03
1.062278000000000020e+03,2.252350000000000185e-03,2.287657117977090569e-03
1.061567000000000007e+03,2.336550000000000172e-03,2.322375133620910130e-03
1.060855999999999995e+03,2.336550000000000172e-03,2.367400317875665433e-03
1.060144999999999982e+03,2.420750000000000159e-03,2.416326882100373104e-03
1.059434000000000196e+03,2.504950000000000145e-03,2.455201997503207376e-03
1.058722999999999956e+03,2.504950000000000145e-03,2.461721735772477715e-03
1.058012000000000171e+03,2.504950000000000145e-03,2.409264996984699595e-03
1.057300999999999931e+03,2.504950000000000145e-03,2.285723850673692433e-03
1.056590000000000146e+03,1.915550000000000022e-03,2.123714040358438884e-03
1.055878999999999905e+03,1.915550000000000022e-03,1.982531409013882275e-03
1.055168000000000120e+03,1.873450000000000028e-03,1.884805146034098039e-03
1.054456999999999880e+03,1.873450000000000028e-03,1.806436587329273997e-03
1.053746000000000095e+03,1.705050000000000055e-03,1.724788940003235509e-03
1.053035000000000082e+03,1.620850000000000068e-03,1.643447046614220867e-03
1.052324000000000069e+03,1.536650000000000082e-03,1.575128971933684435e-03
1.051613000000000056e+03,1.536650000000000082e-03,1.523927684454575490e-03
1.050902000000000044e+03,1.452450000000000095e-03,1.487710074694161390e-03
1.050191000000000031e+03,1.452450000000000095e-03,1.463680655858618472e-03
1.049480000000000018e+03,1.452450000000000095e-03,1.442952146001575580e-03
1.048769000000000005e+03,1.452450000000000095e-03,1.406310063710945616e-03
1.048057999999999993e+03,1.452450000000000095e-03,1.336666722849589239e-03
1.047346999999999980e+03,1.157749999999999925e-03,1.238508025720092432e-03
1.046635999999999967e+03,1.157749999999999925e-03,1.133813802619989576e-03
1.045925000000000182e+03,9.893499999999999517e-04,1.038389523592622189e-03
1.045213999999999942e+03,9.893499999999999517e-04,9.560545256003828967e-04
1.044503000000000156e+03,8.209499999999999784e-04,8.906066239907993020e-04
1.043791999999999916e+03,8.209499999999999784e-04,8.482918602842712697e-04
1.043081000000000131e+03,8.209499999999999784e-04,8.279334091781412287e-04
1.042369999999999891e+03,8.209499999999999784e-04,8.186455513090264320e-04
1.041659000000000106e+03,8.209499999999999784e-04,8.078848745643519604e-04
1.040947999999999865e+03,8.209499999999999784e-04,7.878607565620037280e-04
1.040237000000000080e+03,7.367499999999999917e-04,7.563593689576645100e-04
1.039526000000000067e+03,7.367499999999999917e-04,7.108154346743999390e-04
1.038815000000000055e+03,7.367499999999999917e-04,6.479862769446795637e-04
1.038104000000000042e+03,4.841499999999999775e-04,5.794082854895520355e-04
1.037393000000000029e+03,4.841499999999999775e-04,5.353602751681817758e-04
1.036682000000000016e+03,4.420499999999999842e-04,5.517139743937317245e-04
1.035971000000000004e+03,4.841499999999999775e-04,6.664212152685350344e-04
1.035259999999999991e+03,5.683500000000000184e-04,8.931127598195238645e-04
1.034548999999999978e+03,1.620850000000000068e-03,1.168318093476680176e-03
1.033838000000000193e+03,1.620850000000000068e-03,1.383718541058801422e-03
1.033126999999999953e+03,1.620850000000000068e-03,1.492624324875079650e-03
1.032416000000000167e+03,1.536650000000000082e-03,1.528117353379805296e-03
1.031704999999999927e+03,1.536650000000000082e-03,1.535545467250691186e-03
1.030994000000000142e+03,1.536650000000000082e-03,1.536292797553753591e-03
1.030282999999999902e+03,1.536650000000000082e-03,1.534147472113934129e-03
1.029572000000000116e+03,1.536650000000000082e-03,1.521041797569854231e-03
1.028860999999999876e+03,1.368250000000000108e-03,1.469204204369762862e-03
1.028150000000000091e+03,4.420499999999999842e-04,1.331421462640485550e-03
1.027439000000000078e+03,4.420499999999999842e-04,1.086265258533853284e-03
1.026728000000000065e+03,1.620850000000000068e-03,7.942116911337068676e-04
1.026017000000000053e+03,1.620850000000000068e-03,5.574989481669266134e-04
1.025306000000000040e+03,3.578499999999999975e-04,4.179177726453616620e-04
1.024595000000000027e+03,3.578499999999999975e-04,3.443193748624413754e-04
1.023884000000000015e+03,2.736500000000000109e-04,2.956625670639362021e-04
1.023173000000000002e+03,2.736500000000000109e-04,2.527700465422345107e-04
1.022461999999999989e+03,1.894499999999999971e-04,2.112404644082058647e-04
1.021750999999999976e+03,1.894499999999999971e-04,1.722669467550407593e-04
1.021040000000000077e+03,1.052499999999999969e-04,1.401131022578329572e-04
1.020329000000000065e+03,1.052499999999999969e-04,1.197902135112508378e-04
1.019618000000000052e+03,1.052499999999999969e-04,1.136068982739065478e-04
1.018907000000000039e+03,1.052499999999999969e-04,1.227268510531987020e-04
1.018196000000000026e+03,1.052499999999999969e-04,1.492105177951878194e-04
1.017485000000000014e+03,1.894499999999999971e-04,1.893634258481207192e-04
1.016774000000000001e+03,2.736500000000000109e-04,2.290422685258796396e-04
1.016062999999999988e+03,2.736500000000000109e-04,2.531499372529741093e-04
1.015351999999999975e+03,2.736500000000000109e-04,2.561806613607804347e-04
1.014641000000000076e+03,2.736500000000000109e-04,2.419192208298108710e-04
1.013930000000000064e+03,1.894499999999999971e-04,2.202588182076605373e-04
1.013219000000000051e+03,1.052499999999999969e-04,2.025076130216689268e-04
1.012508000000000038e+03,1.052499999999999969e-04,1.939482997694300028e-04
1.011797000000000025e+03,1.052499999999999969e-04,1.939482997694300028e-04
1.011086000000000013e+03,1.894499999999999971e-04,2.025226378496271305e-04
1.010375000000000000e+03,1.894499999999999971e-04,2.204807972022832755e-04
1.009663999999999987e+03,2.736500000000000109e-04,2.438176984517764637e-04
1.008952999999999975e+03,2.736500000000000109e-04,2.671058170425284805e-04
1.008242000000000075e+03,2.736500000000000109e-04,2.967661065471468218e-04
1.007531000000000063e+03,2.736500000000000109e-04,3.529822649255888478e-04
1.006820000000000050e+03,3.578499999999999975e-04,4.479842142377285898e-04
1.006109000000000037e+03,6.525500000000000050e-04,5.623367240243713587e-04
1.005398000000000025e+03,7.367499999999999917e-04,6.569662069411745216e-04
1.004687000000000012e+03,7.367499999999999917e-04,7.120857698346288751e-04
1.003975999999999999e+03,7.367499999999999917e-04,7.418048530352532076e-04
1.003264999999999986e+03,7.367499999999999917e-04,7.760676014596763024e-04
1.002554000000000087e+03,7.367499999999999917e-04,8.369614447488662057e-04
1.001843000000000075e+03,9.893499999999999517e-04,9.233133950428447237e-04
1.001132000000000062e+03,9.893499999999999517e-04,1.016058004366205770e-03
1.000421000000000049e+03,1.157749999999999925e-03,1.098035630705232425e-03
9.997100000000000364e+02,1.157749999999999925e-03,1.162758613426219173e-03
9.989990000000000236e+02,1.241949999999999912e-03,1.211607343262862974e-03
9.982880000000000109e+02,1.241949999999999912e-03,1.249472863331232628e-03
9.975769999999999982e+02,1.326149999999999898e-03,1.280467965052060593e-03
9.968659999999999854e+02,1.326149999999999898e-03,1.305397270978803440e-03
9.961550000000000864e+02,1.326149999999999898e-03,1.324587594663167566e-03
9.954440000000000737e+02,1.284049999999999905e-03,1.341616477214717731e-03
9.947330000000000609e+02,1.368250000000000108e-03,1.361034645516684492e-03
9.940220000000000482e+02,1.452450000000000095e-03,1.385852016389276355e-03
9.933110000000000355e+02,1.410350000000000102e-03,1.419757523639555985e-03
9.926000000000000227e+02,1.368250000000000108e-03,1.469059250872308811e-03
9.918890000000000100e+02,1.452450000000000095e-03,1.536743895633423682e-03
9.911779999999999973e+02,1.705050000000000055e-03,1.610088379587738816e-03
9.904669999999999845e+02,1.705050000000000055e-03,1.665722946192296078e-03
9.897560000000000855e+02,1.705050000000000055e-03,1.693705664694226953e-03
9.890450000000000728e+02,1.705050000000000055e-03,1.702844880300574855e-03
9.883340000000000600e+02,1.873450000000000028e-03,1.704767740302424875e-03
9.876230000000000473e+02,1.873450000000000028e-03,1.705027462758062573e-03
9.869120000000000346e+02,1.705050000000000055e-03,1.705050000000000055e-03
9.862010000000000218e+02,1.705050000000000055e-03,1.705057512413979143e-03
9.854900000000000091e+02,1.705050000000000055e-03,1.705147842772847993e-03
9.847789999999999964e+02,1.620850000000000068e-03,1.705917223874500689e-03
9.840679999999999836e+02,1.705050000000000055e-03,1.710263401361395569e-03
9.833570000000000846e+02,1.705050000000000055e-03,1.728341854893435114e-03
9.826460000000000719e+02,1.705050000000000055e-03,1.785730311502522691e-03
9.819350000000000591e+02,1.789250000000000042e-03,1.922957982201842090e-03
9.812240000000000464e+02,1.831350000000000035e-03,2.158216827073060340e-03
9.805130000000000337e+02,2.799649999999999882e-03,2.433279019693217974e-03
9.798020000000000209e+02,2.799649999999999882e-03,2.644055453975751278e-03
9.790910000000000082e+02,2.799649999999999882e-03,2.742559199439431432e-03
9.783799999999999955e+02,2.799649999999999882e-03,2.758371723505927825e-03
9.776689999999999827e+02,2.504950000000000145e-03,2.738781633624263329e-03
9.769580000000000837e+02,2.673350000000000119e-03,2.712883193722270565e-03
9.762470000000000709e+02,2.715449999999999895e-03,2.692577232946346492e-03
9.755360000000000582e+02,2.715449999999999895e-03,2.680710437114494551e-03
9.748250000000000455e+02,2.673350000000000119e-03,2.676427024281385382e-03
9.741140000000000327e+02,2.673350000000000119e-03,2.679371174237312782e-03
9.734030000000000200e+02,2.504950000000000145e-03,2.692710865722011074e-03
9.726920000000000073e+02,2.420750000000000159e-03,2.717920468615958943e-03
9.719809999999999945e+02,2.799649999999999882e-03,2.739349917847307136e-03
9.712699999999999818e+02,2.799649999999999882e-03,2.708620671578641781e-03
9.705590000000000828e+02,2.799649999999999882e-03,2.547186599650664088e-03
9.698480000000000700e+02,2.799649999999999882e-03,2.209511871587613654e-03
9.691370000000000573e+02,1.199849999999999918e-03,1.780378541413176873e-03
9.684260000000000446e+02,1.199849999999999918e-03,1.430844529932253370e-03
9.677150000000000318e+02,1.157749999999999925e-03,1.244821265786362442e-03
9.670040000000000191e+02,1.157749999999999925e-03,1.178915032258121302e-03
9.662930000000000064e+02,1.073549999999999938e-03,1.165231455942165829e-03
9.655819999999999936e+02,9.051499999999999650e-04,1.171612587394162434e-03
9.648709999999999809e+02,9.051499999999999650e-04,1.190770377157473938e-03
9.641600000000000819e+02,1.241949999999999912e-03,1.219003946529989123e-03
9.634490000000000691e+02,1.241949999999999912e-03,1.252023292913028362e-03
9.627380000000000564e+02,1.284049999999999905e-03,1.291632192328841244e-03
9.620270000000000437e+02,1.284049999999999905e-03,1.345579348087169941e-03
9.613160000000000309e+02,1.452450000000000095e-03,1.426177120541117062e-03
9.606050000000000182e+02,1.452450000000000095e-03,1.564764103120606193e-03
9.598940000000000055e+02,1.452450000000000095e-03,1.806176765447059084e-03
9.591829999999999927e+02,2.168150000000000199e-03,2.144309896196763127e-03
9.584719999999999800e+02,2.799649999999999882e-03,2.494876577144486754e-03
9.577610000000000809e+02,2.799649999999999882e-03,2.785564733390527483e-03
9.570500000000000682e+02,2.883849999999999868e-03,3.019294140662898487e-03
9.563390000000000555e+02,3.431149999999999999e-03,3.210581729742148331e-03
9.556280000000000427e+02,3.473250000000000209e-03,3.339913950911486615e-03
9.549170000000000300e+02,3.515349999999999985e-03,3.396422084312905685e-03
9.542060000000000173e+02,3.431149999999999999e-03,3.398702552804283225e-03
9.534950000000000045e+02,3.389050000000000222e-03,3.368981879017236229e-03
9.527839999999999918e+02,3.346950000000000012e-03,3.322577870536370156e-03
9.520729999999999791e+02,3.052249999999999842e-03,3.276105920395293910e-03
9.513620000000000800e+02,3.136449999999999828e-03,3.246120220128017719e-03
9.506510000000000673e+02,3.220649999999999815e-03,3.239681743976052103e-03
9.499400000000000546e+02,3.220649999999999815e-03,3.252704386009655588e-03
9.492290000000000418e+02,3.431149999999999999e-03,3.274091981282258815e-03
9.485180000000000291e+02,3.431149999999999999e-03,3.291890229751179460e-03
9.478070000000000164e+02,3.431149999999999999e-03,3.301089244268371695e-03
9.470960000000000036e+02,3.304849999999999802e-03,3.304163255452117511e-03
9.463849999999999909e+02,3.136449999999999828e-03,3.305122807349547640e-03
9.456739999999999782e+02,3.052249999999999842e-03,3.306769818039204719e-03
9.449630000000000791e+02,3.052249999999999842e-03,3.311900038830045082e-03
9.442520000000000664e+02,3.304849999999999802e-03,3.324704179371630337e-03
9.435410000000000537e+02,3.346950000000000012e-03,3.354085619244949294e-03
9.428300000000000409e+02,3.346950000000000012e-03,3.418290713783842839e-03
9.421190000000000282e+02,3.346950000000000012e-03,3.530481416464815135e-03
9.414080000000000155e+02,3.852149999999999932e-03,3.666307365539582704e-03
9.406970000000000027e+02,3.936349999999999918e-03,3.773761187320160294e-03
9.399859999999999900e+02,3.936349999999999918e-03,3.826482147879916185e-03
9.392749999999999773e+02,3.978449999999999695e-03,3.834824854736651814e-03
9.385640000000000782e+02,3.852149999999999932e-03,3.812207308730850095e-03
9.378530000000000655e+02,3.810050000000000155e-03,3.760627573141728415e-03
9.371420000000000528e+02,3.683749999999999959e-03,3.677453132282018471e-03
9.364310000000000400e+02,3.599549999999999972e-03,3.554508927524090579e-03
9.357200000000000273e+02,3.599549999999999972e-03,3.386762914891730709e-03
9.350090000000000146e+02,2.968049999999999855e-03,3.204734022769157101e-03
9.342980000000000018e+02,2.968049999999999855e-03,3.066211465410010988e-03
9.335869999999999891e+02,2.968049999999999855e-03,2.996389194726463163e-03
9.328760000000000900e+02,2.968049999999999855e-03,2.973583458387005565e-03
9.321650000000000773e+02,2.799649999999999882e-03,2.969037908941513093e-03
9.314540000000000646e+02,2.799649999999999882e-03,2.970303950390289563e-03
9.307430000000000518e+02,2.589150000000000132e-03,2.979296492532925236e-03
9.300320000000000391e+02,3.304849999999999802e-03,3.006596222693962931e-03
9.293210000000000264e+02,3.304849999999999802e-03,3.058876458351247885e-03
9.286100000000000136e+02,3.304849999999999802e-03,3.121455766244548690e-03
9.278990000000000009e+02,2.968049999999999855e-03,3.166281674796882391e-03
9.271879999999999882e+02,2.968049999999999855e-03,3.182660873287975704e-03
9.264770000000000891e+02,3.220649999999999815e-03,3.182467262027053288e-03
9.257660000000000764e+02,3.178550000000000039e-03,3.178260227888445554e-03
9.250550000000000637e+02,3.178550000000000039e-03,3.172307238258736603e-03
9.243440000000000509e+02,3.136449999999999828e-03,3.162317716499499481e-03
9.236330000000000382e+02,3.220649999999999815e-03,3.147305491235601223e-03
9.229220000000000255e+02,3.052249999999999842e-03,3.124929799987398622e-03
9.222110000000000127e+02,2.968049999999999855e-03,3.084540907989071715e-03
9.215000000000000000e+02,2.968049999999999855e-03,3.001651096688283827e-03
9.207889999999999873e+02,3.304849999999999802e-03,2.835714237154930706e-03
9.200780000000000882e+02,3.304849999999999802e-03,2.561503794195788691e-03
9.193670000000000755e+02,1.620850000000000068e-03,2.230663747713499540e-03
9.186560000000000628e+02,1.662950000000000062e-03,1.946367843990747144e-03
9.179450000000000500e+02,1.705050000000000055e-03,1.745371697034043667e-03
9.172340000000000373e+02,1.831350000000000035e-03,1.564356443422885686e-03
