# Digitized MVKO experimental IR spectrum — Chung & Lee 2021
# # Source: Chung, C. A.; Lee, Y. P. Commun Chem 2021, 4(1), 8.  DOI: 10.1038/s42004-021-00444-6
# # Panel (a): anti-cis MVKO, 5-10 µs transient FTIR, "processed"
# # Digitization: pixel-intensity scan; achromatic+blue-marker trace;
# #   gray-box regions (1248-1464 & 1140-1245 cm-1) searched below top border.
# # Zero baseline (dashed line in figure) at panel_row 122.5/136.
# # Y-calibration: 4.21×10⁻⁵ ΔAbs per pixel from y=2×10⁻³ tick at row 75.
# # frequency_cm-1,delta_abs_raw,delta_abs_smoothed
9.165230000000000246e+02,1.873450000000000028e-03,1.332655991534584337e-03
9.158120000000000118e+02,7.367499999999999917e-04,1.066795268943163252e-03
9.151009999999999991e+02,7.367499999999999917e-04,8.490365465583602639e-04
9.143899999999999864e+02,6.525500000000000050e-04,7.249208480022162901e-04
9.136790000000000873e+02,6.525500000000000050e-04,6.736002174226992040e-04
9.129680000000000746e+02,6.104500000000000117e-04,6.573965074459897206e-04
9.122570000000000618e+02,5.262500000000000250e-04,6.537333182999879129e-04
9.115460000000000491e+02,6.104500000000000117e-04,6.545263425351675489e-04
9.108350000000000364e+02,6.525500000000000050e-04,6.590204946069366408e-04
9.101240000000000236e+02,6.525500000000000050e-04,6.677191926891843732e-04
9.094130000000000109e+02,1.073549999999999938e-03,6.769971841208050111e-04
9.087019999999999982e+02,1.031449999999999945e-03,6.768709447492508250e-04
9.079909999999999854e+02,7.367499999999999917e-04,6.538546274213220821e-04
9.072800000000000864e+02,6.946499999999999984e-04,6.015743917640373455e-04
9.065690000000000737e+02,4.420499999999999842e-04,5.347116710376275880e-04
9.058580000000000609e+02,4.420499999999999842e-04,4.809593604023792600e-04
9.051470000000000482e+02,4.420499999999999842e-04,4.533435358158543994e-04
9.044360000000000355e+02,4.420499999999999842e-04,4.442588759064146743e-04
9.037250000000000227e+02,4.420499999999999842e-04,4.424301024704231557e-04
9.030140000000000100e+02,4.420499999999999842e-04,4.428571245626679114e-04
9.023029999999999973e+02,4.420499999999999842e-04,4.462284491369532800e-04
9.015919999999999845e+02,4.420499999999999842e-04,4.572701887545046659e-04
9.008810000000000855e+02,4.420499999999999842e-04,4.813244363847123705e-04
9.001700000000000728e+02,5.262500000000000250e-04,5.173311103310645944e-04
8.994590000000000600e+02,5.683500000000000184e-04,5.557458550456164086e-04
8.987480000000000473e+02,7.367499999999999917e-04,5.866457970369948942e-04
8.980370000000000346e+02,6.525500000000000050e-04,6.080221293315959431e-04
8.973260000000000218e+02,6.525500000000000050e-04,6.250483288397471089e-04
8.966150000000000091e+02,6.104500000000000117e-04,6.444883815757378306e-04
8.959039999999999964e+02,5.262500000000000250e-04,6.741571223072013574e-04
8.951929999999999836e+02,5.262500000000000250e-04,7.237633331865936468e-04
8.944820000000000846e+02,8.209499999999999784e-04,7.976753883189667939e-04
8.937710000000000719e+02,8.209499999999999784e-04,8.874814201663314920e-04
8.930600000000000591e+02,1.284049999999999905e-03,9.718409299335937449e-04
8.923490000000000464e+02,1.284049999999999905e-03,1.025640283851771270e-03
8.916380000000000337e+02,1.073549999999999938e-03,1.036126213312849650e-03
8.909270000000000209e+02,1.073549999999999938e-03,1.009527802132568347e-03
8.902160000000000082e+02,9.051499999999999650e-04,9.666735498494626521e-04
8.895049999999999955e+02,9.051499999999999650e-04,9.310770529116209294e-04
8.887939999999999827e+02,9.051499999999999650e-04,9.127731104430946351e-04
8.880830000000000837e+02,9.051499999999999650e-04,9.073513634924355127e-04
8.873720000000000709e+02,9.051499999999999650e-04,9.091026850703348358e-04
8.866610000000000582e+02,9.051499999999999650e-04,9.181135264558105014e-04
8.859500000000000455e+02,9.051499999999999650e-04,9.357706450759437728e-04
8.852390000000000327e+02,9.893499999999999517e-04,9.562457317340455247e-04
8.845280000000000200e+02,1.073549999999999938e-03,9.650854253143559660e-04
8.838170000000000073e+02,1.157749999999999925e-03,9.466723714520129934e-04
8.831059999999999945e+02,1.157749999999999925e-03,8.959037416416418481e-04
8.823949999999999818e+02,7.367499999999999917e-04,8.293175844717691481e-04
8.816840000000000828e+02,7.367499999999999917e-04,7.752887102799837626e-04
8.809730000000000700e+02,6.525500000000000050e-04,7.461462550185871340e-04
8.802620000000000573e+02,6.525500000000000050e-04,7.322776709258239404e-04
8.795510000000000446e+02,7.367499999999999917e-04,7.201132316491919974e-04
8.788400000000000318e+02,7.367499999999999917e-04,7.025912095444709904e-04
8.781290000000000191e+02,7.367499999999999917e-04,6.751463984123863647e-04
8.774180000000000064e+02,6.946499999999999984e-04,6.343595525068653753e-04
8.767069999999999936e+02,5.262500000000000250e-04,5.865404474931347565e-04
8.759959999999999809e+02,5.262500000000000250e-04,5.457498453806241146e-04
8.752850000000000819e+02,5.262500000000000250e-04,5.182842844145372097e-04
8.745740000000000691e+02,4.841499999999999775e-04,5.007021341329772994e-04
8.738630000000000564e+02,2.736500000000000109e-04,4.889414365973025886e-04
8.731520000000000437e+02,1.894499999999999971e-04,4.795542489483933498e-04
8.724410000000000309e+02,1.894499999999999971e-04,4.689713549627881053e-04
8.717300000000000182e+02,7.367499999999999917e-04,4.568147078388767532e-04
8.710190000000000055e+02,7.367499999999999917e-04,4.447747637032662023e-04
8.703079999999999927e+02,7.367499999999999917e-04,4.309612170995194558e-04
8.695970000000000937e+02,4.420499999999999842e-04,4.115139891418870114e-04
8.688860000000000809e+02,3.578499999999999975e-04,3.887999480564481277e-04
8.681750000000000682e+02,2.736500000000000109e-04,3.708247950767791664e-04
8.674640000000000555e+02,2.736500000000000109e-04,3.616220243525972242e-04
8.667530000000000427e+02,2.736500000000000109e-04,3.586853868106493464e-04
8.660420000000000300e+02,3.578499999999999975e-04,3.587719609625286514e-04
8.653310000000000173e+02,3.578499999999999975e-04,3.623558121834090915e-04
8.646200000000000045e+02,3.578499999999999975e-04,3.745855508084077606e-04
8.639089999999999918e+02,3.578499999999999975e-04,4.017089188153503249e-04
8.631980000000000928e+02,4.420499999999999842e-04,4.418543144543041093e-04
8.624870000000000800e+02,5.262500000000000250e-04,4.808143941292093932e-04
8.617760000000000673e+02,5.683500000000000184e-04,5.012516374835442262e-04
8.610650000000000546e+02,6.104500000000000117e-04,4.920451105523726857e-04
8.603540000000000418e+02,6.104500000000000117e-04,4.506452771865023270e-04
8.596430000000000291e+02,3.578499999999999975e-04,3.886513057936814494e-04
8.589320000000000164e+02,2.736500000000000109e-04,3.304874700991190513e-04
8.582210000000000036e+02,2.736500000000000109e-04,2.941425503330468241e-04
8.575099999999999909e+02,2.736500000000000109e-04,2.787880010343834905e-04
8.567990000000000919e+02,2.736500000000000109e-04,2.738381731317167975e-04
8.560880000000000791e+02,2.736500000000000109e-04,2.699945994551984966e-04
8.553770000000000664e+02,2.736500000000000109e-04,2.606864735441895287e-04
8.546660000000000537e+02,2.736500000000000109e-04,2.427470952264811045e-04
8.539550000000000409e+02,1.894499999999999971e-04,2.203529047735189306e-04
8.532440000000000282e+02,1.894499999999999971e-04,2.024210388697896218e-04
8.525330000000000155e+02,1.894499999999999971e-04,1.932145119386181626e-04
8.518220000000000027e+02,1.894499999999999971e-04,1.901837878308118644e-04
8.511109999999999900e+02,1.894499999999999971e-04,1.895440865658584175e-04
8.504000000000000909e+02,4.946749999999999758e-03,1.894575124139791125e-04
