# Equilibrium harmonic reference (FWHM=10 cm-1)
# # frequency_cm-1,intensity_normalized
1.720000000000000000e+02,2.413193982051055602e-03
1.730000000000000000e+02,2.409738531478954841e-03
1.740000000000000000e+02,2.408734755486796868e-03
1.750000000000000000e+02,2.410129542087611348e-03
1.760000000000000000e+02,2.413881151033574635e-03
1.770000000000000000e+02,2.419958670021576681e-03
1.780000000000000000e+02,2.428341579574942385e-03
1.790000000000000000e+02,2.439019418676931835e-03
1.800000000000000000e+02,2.451991544894766180e-03
1.810000000000000000e+02,2.467266984241101892e-03
1.820000000000000000e+02,2.484864367408273333e-03
1.830000000000000000e+02,2.504811950311248113e-03
1.840000000000000000e+02,2.527147718116658139e-03
1.850000000000000000e+02,2.551919573144665991e-03
1.860000000000000000e+02,2.579185608233311271e-03
1.870000000000000000e+02,2.609014468376831455e-03
1.880000000000000000e+02,2.641485804715724885e-03
1.890000000000000000e+02,2.676690826293517348e-03
1.900000000000000000e+02,2.714732956431719930e-03
1.910000000000000000e+02,2.755728602140845689e-03
1.920000000000000000e+02,2.799808046716146994e-03
1.930000000000000000e+02,2.847116477599951571e-03
1.940000000000000000e+02,2.897815163772841408e-03
1.950000000000000000e+02,2.952082799413782970e-03
1.960000000000000000e+02,3.010117033404470250e-03
1.970000000000000000e+02,3.072136207514884667e-03
1.980000000000000000e+02,3.138381329877643414e-03
1.990000000000000000e+02,3.209118314735320658e-03
2.000000000000000000e+02,3.284640524542815562e-03
2.010000000000000000e+02,3.365271656464015933e-03
2.020000000000000000e+02,3.451369022282321092e-03
2.030000000000000000e+02,3.543327278944964111e-03
2.040000000000000000e+02,3.641582676616629023e-03
2.050000000000000000e+02,3.746617902510892672e-03
2.060000000000000000e+02,3.858967612236966459e-03
2.070000000000000000e+02,3.979224756349345089e-03
2.080000000000000000e+02,4.108047828705708310e-03
2.090000000000000000e+02,4.246169185704298452e-03
2.100000000000000000e+02,4.394404612179388971e-03
2.110000000000000000e+02,4.553664341505159890e-03
2.120000000000000000e+02,4.724965775266495339e-03
2.130000000000000000e+02,4.909448192837724372e-03
2.140000000000000000e+02,5.108389794683617161e-03
2.150000000000000000e+02,5.323227486657061691e-03
2.160000000000000000e+02,5.555579887670787295e-03
2.170000000000000000e+02,5.807274131623949009e-03
2.180000000000000000e+02,6.080377138103487504e-03
2.190000000000000000e+02,6.377232146633660982e-03
2.200000000000000000e+02,6.700501446918353220e-03
2.210000000000000000e+02,7.053216392023736563e-03
2.220000000000000000e+02,7.438835949611034316e-03
2.230000000000000000e+02,7.861315220425151018e-03
2.240000000000000000e+02,8.325185517803892349e-03
2.250000000000000000e+02,8.835647728642707227e-03
2.260000000000000000e+02,9.398680715616575948e-03
2.270000000000000000e+02,1.002116638910228313e-02
2.280000000000000000e+02,1.071103263745977474e-02
2.290000000000000000e+02,1.147741433271758441e-02
2.300000000000000000e+02,1.233083076819051389e-02
2.310000000000000000e+02,1.328337457267876609e-02
2.320000000000000000e+02,1.434890151095844120e-02
2.330000000000000000e+02,1.554320129843654065e-02
2.340000000000000000e+02,1.688411467368309410e-02
2.350000000000000000e+02,1.839153871436512849e-02
2.360000000000000000e+02,2.008722707535623431e-02
2.370000000000000000e+02,2.199424016980238566e-02
2.380000000000000000e+02,2.413582859288778554e-02
2.390000000000000000e+02,2.653344149591228135e-02
2.400000000000000000e+02,2.920345162438491016e-02
2.410000000000000000e+02,3.215211714874684906e-02
2.420000000000000000e+02,3.536834165336172342e-02
2.430000000000000000e+02,3.881410451907962855e-02
2.440000000000000000e+02,4.241324451698677556e-02
2.450000000000000000e+02,4.604080445459098059e-02
2.460000000000000000e+02,4.951730714958051810e-02
2.470000000000000000e+02,5.261427989396874616e-02
2.480000000000000000e+02,5.507710029938509694e-02
2.490000000000000000e+02,5.666642264446512811e-02
2.500000000000000000e+02,5.720984082376400631e-02
2.510000000000000000e+02,5.664583159621754821e-02
2.520000000000000000e+02,5.504070700330708499e-02
2.530000000000000000e+02,5.257038499337799570e-02
2.540000000000000000e+02,4.947577078568580339e-02
2.550000000000000000e+02,4.601120089299134269e-02
2.560000000000000000e+02,4.240364089083660526e-02
2.570000000000000000e+02,3.883056860306085406e-02
2.580000000000000000e+02,3.541500161345608605e-02
2.590000000000000000e+02,3.223151617949168712e-02
2.600000000000000000e+02,2.931699004238975947e-02
2.610000000000000000e+02,2.668178582515915234e-02
2.620000000000000000e+02,2.431923894558975577e-02
2.630000000000000000e+02,2.221281012986377201e-02
2.640000000000000000e+02,2.034104964561740669e-02
2.650000000000000000e+02,1.868081716146804960e-02
2.660000000000000000e+02,1.720923574282312227e-02
2.670000000000000000e+02,1.590478465881448034e-02
2.680000000000000000e+02,1.474783552232358623e-02
2.690000000000000000e+02,1.372084529747174750e-02
2.700000000000000000e+02,1.280834870888230420e-02
2.710000000000000000e+02,1.199684149769701322e-02
2.720000000000000000e+02,1.127461098539784407e-02
2.730000000000000000e+02,1.063154719386472276e-02
2.740000000000000000e+02,1.005895263001195701e-02
2.750000000000000000e+02,9.549358966566907220e-03
2.760000000000000000e+02,9.096352236043324033e-03
2.770000000000000000e+02,8.694403462667572510e-03
2.780000000000000000e+02,8.338698121889471029e-03
2.790000000000000000e+02,8.024955296028155396e-03
2.800000000000000000e+02,7.749226589791212948e-03
2.810000000000000000e+02,7.507667696912167718e-03
2.820000000000000000e+02,7.296285338962889451e-03
2.830000000000000000e+02,7.110683245551566514e-03
