# Hot-molecule IR emission spectrum  (trajectory-averaged local harmonic)
# # Traj dir: outputs/ir_mace_nm_dipole_anti_cis_300K  MACE: outputs/mace_wB97X_20260417/mace_model.pt
# # Dipole: outputs/ir_nm_pes_anti_cis_300K/dipole_surface.pkl
# # Stride: 300  N_samples: 500  FWHM: 15.0 cm-1
# # frequency_cm-1,intensity_normalized
2.340000000000000000e+02,7.547103266229659296e-03
2.350000000000000000e+02,7.631215626518646211e-03
2.360000000000000000e+02,7.743623018075124556e-03
2.370000000000000000e+02,7.884922087905634966e-03
2.380000000000000000e+02,8.056172782465153767e-03
2.390000000000000000e+02,8.258686306114150846e-03
2.400000000000000000e+02,8.493686638181461093e-03
2.410000000000000000e+02,8.761825133945820576e-03
2.420000000000000000e+02,9.062616679963979988e-03
2.430000000000000000e+02,9.394044598649438013e-03
2.440000000000000000e+02,9.752781045595394077e-03
2.450000000000000000e+02,1.013545187960435828e-02
2.460000000000000000e+02,1.054088119485695023e-02
2.470000000000000000e+02,1.097243689293032551e-02
2.480000000000000000e+02,1.143915771827330209e-02
2.490000000000000000e+02,1.195480945132191761e-02
2.500000000000000000e+02,1.253509888916135018e-02
2.510000000000000000e+02,1.319411024113043701e-02
2.520000000000000000e+02,1.394098438302288426e-02
2.530000000000000000e+02,1.477706982456753783e-02
2.540000000000000000e+02,1.569304537468482752e-02
2.550000000000000000e+02,1.666585166623021225e-02
2.560000000000000000e+02,1.765718060717897872e-02
2.570000000000000000e+02,1.861755083746892067e-02
2.580000000000000000e+02,1.949922581450540607e-02
2.590000000000000000e+02,2.027462340084026232e-02
2.600000000000000000e+02,2.094823136424560014e-02
2.610000000000000000e+02,2.155030508244940371e-02
2.620000000000000000e+02,2.211393871785695062e-02
2.630000000000000000e+02,2.265080817645838754e-02
2.640000000000000000e+02,2.314149680673395146e-02
2.650000000000000000e+02,2.354547604993540919e-02
2.660000000000000000e+02,2.382267876001680287e-02
2.670000000000000000e+02,2.395164218181842705e-02
2.680000000000000000e+02,2.393486540446863875e-02
2.690000000000000000e+02,2.379550679426343379e-02
2.700000000000000000e+02,2.357450003834595659e-02
2.710000000000000000e+02,2.332887215157204014e-02
2.720000000000000000e+02,2.312570572981641204e-02
2.730000000000000000e+02,2.303127299825462673e-02
2.740000000000000000e+02,2.310156459002231377e-02
2.750000000000000000e+02,2.337909653224053141e-02
2.760000000000000000e+02,2.389514620215740792e-02
2.770000000000000000e+02,2.467347487944344248e-02
2.780000000000000000e+02,2.573242418953725422e-02
2.790000000000000000e+02,2.708433240297268563e-02
2.800000000000000000e+02,2.873225478152046167e-02
2.810000000000000000e+02,3.066394321860607328e-02
